mart_name,category,availability_score,price_score,quality_score,variety_score,recommendation_score,price_band,stock_confidence,gift_suitability,daily_use_suitability,cooking_suitability,ready_to_eat_suitability,premium_feel,local_experience,tourist_accessibility,bulk_buy_suitability,delivery_friendliness,time_efficiency,tourist_fit,resident_fit,recommended_for,avoid_if,summary_copy,notes
Mercadona,파스타/면,5,5,2,4,5,저렴한 편,항상 있음,0,5,5,4,1,2,4,5,3,5,3,5,"생활형 요리, 장기 체류자",시장형 신선식품 체험이 목적일 때,파스타/면을 생활형 기준선처럼 보기 좋은 Resident anchor 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,빵/베이커리,4,5,3,4,4,보통,항상 있음,0,5,5,4,1,2,2,5,3,4,3,5,"아침 식사, 간단한 간식, 관광객",대형 선물용 식품 쇼핑이 목적일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 빵이나 베이커리를 고를 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,샐러드/간편채소,5,5,2,4,4,보통,보통,0,5,5,4,1,2,2,5,3,5,3,5,"건강식, 빠른 식사, 혼밥",시장형 제철 채소 탐색이 목적일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 샐러드나 간편채소를 살 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,맥주,5,5,2,4,4,저렴한 편,항상 있음,0,5,4,4,1,2,2,5,3,5,3,5,"숙소용 음료, 저녁 장보기, 친구 모임",와인·프리미엄 주류 탐색이 목적일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 맥주를 고를 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,기념품용 간식,3,5,3,4,4,보통,보통,3,4,4,5,1,2,1,5,4,3,4,4,"관광객, 선물용, 회사·지인용 간단 선물",생활비 절약형 대량 장보기가 목적일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 가볍게 선물할 간식을 찾을 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Carrefour Express,하몽,3,4,3,3,3,보통,항상 있음,2,4,4,5,1,2,3,4,4,5,3,4,"관광객, 선물용, 스페인 대표 식재료",최저가 생활 장보기가 우선일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 하몽을 고를 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,올리브오일,3,4,3,3,3,보통,항상 있음,2,5,4,5,1,2,3,4,4,5,3,5,"관광객, 집밥용, 선물용",브랜드 탐색보다 무조건 최저가가 중요할 때,늦은 시간 보충 구매에 강한 실용형 마트에서 올리브오일을 고를 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,치즈,3,4,3,3,3,보통,항상 있음,2,4,4,5,1,2,3,4,4,5,3,5,"관광객, 미식 탐방, 와인 안주",생활형 대량 구매가 우선일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 치즈를 고를 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,초리소,3,4,2,2,3,보통,보통,1,4,3,5,1,2,3,4,4,5,2,5,"델리 식품 탐색, 집밥 보조 재료",강한 현지 체험이나 강한 가성비만 기대할 때,늦은 시간 보충 구매에 강한 실용형 마트에서 초리소를 보충할 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,토마토,3,4,3,2,3,보통,보통,0,5,3,5,2,2,3,4,4,5,2,5,"직접 요리, 신선 채소 보충",냉동·즉석식 중심 쇼핑일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 토마토 같은 기본 채소를 살 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,납작복숭아,2,4,2,2,3,보통,시즌성,0,5,3,5,2,2,3,4,3,4,2,5,"제철 과일 체험, 관광객",항상 같은 재고 안정성을 기대할 때,늦은 시간 보충 구매에 강한 실용형 마트에서 납작복숭아 같은 제철 과일을 찾을 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,오렌지,3,4,2,2,3,보통,항상 있음,0,5,3,5,1,2,3,4,4,5,2,5,"아침용 과일, 생활형 과일 보충",프리미엄 과일 체험이 목적일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 오렌지를 살 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,포도,2,4,2,2,3,보통,시즌성,0,5,3,5,1,2,3,4,3,4,2,5,"과일 보충, 간단한 안주 재료",과일 전문 마켓 경험을 기대할 때,늦은 시간 보충 구매에 강한 실용형 마트에서 포도 같은 보조 과일을 고를 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,빠에야 재료,3,4,3,3,3,보통,보통,0,5,2,5,2,2,4,4,4,5,2,5,"직접 요리, 친구 모임, 관광객 체험",바로 먹는 음식이 급할 때,늦은 시간 보충 구매에 강한 실용형 마트에서 빠에야 재료를 한 번에 모을 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,가스파초 재료,3,4,3,2,3,보통,보통,0,5,2,5,2,2,4,4,4,5,2,5,"여름 요리, 신선 채소 장보기",생활용품 중심 쇼핑일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 가스파초 재료를 모을 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,토르티야 재료,3,4,2,2,3,보통,항상 있음,0,5,3,5,1,2,4,4,4,5,2,5,"집밥, 유학생, 기본 식재료 장보기",프리미엄 식재료 경험이 더 중요할 때,늦은 시간 보충 구매에 강한 실용형 마트에서 토르티야 재료를 살 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,해산물,2,4,3,2,3,높은 편,보통,0,4,2,5,2,2,3,4,4,4,2,5,"빠에야, 해산물 요리, 미식 탐방",저렴한 냉동 해산물 중심 장보기,늦은 시간 보충 구매에 강한 실용형 마트에서 해산물 요리를 준비할 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,쌀,4,5,2,2,3,저렴한 편,항상 있음,0,5,3,5,1,2,4,4,4,5,2,5,"생활형 요리, 기본 재료 보충",전문 쌀 카테고리 다양성을 기대할 때,늦은 시간 보충 구매에 강한 실용형 마트에서 쌀을 고를 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,냉동식품,5,5,2,3,5,저렴한 편,항상 있음,0,4,5,4,1,2,2,5,4,5,2,5,"유학생, 혼밥, 바쁜 일정",신선식품 중심 장보기가 목적일 때,늦은 시간 냉동식품을 빠르게 보충하기 좋은 실용형 선택지,"현장 체감상 백화점형 매장보다 냉동식품 가격 메리트가 분명했고, 급하게 장보기 좋았다."
Carrefour Express,즉석식품,4,5,2,3,5,저렴한 편,보통,0,4,5,5,1,2,1,5,4,5,2,5,"바로 먹는 식사, 늦은 저녁, 혼밥",정통 식재료 탐색이 목적일 때,즉석식품을 늦은 시간에도 빠르게 보충하기 좋은 실용형 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,생활 용품,5,5,2,3,5,저렴한 편,항상 있음,0,5,1,5,1,2,1,5,4,5,1,5,"장기 체류자, 유학생, 보충형 장보기",기념품형 쇼핑이 목적일 때,생활 용품을 늦은 시간에도 빠르게 보충하기 좋은 실용형 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,청소용품,4,5,2,3,4,저렴한 편,보통,0,5,1,5,1,2,1,5,4,5,1,5,"자취, 생활비 절약형 장보기",식재료 중심 장보기가 목적일 때,청소용품을 늦은 시간에도 빠르게 보충하기 좋은 실용형 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,생수/음료,4,4,2,2,3,보통,항상 있음,0,5,3,5,1,2,2,5,4,5,2,5,"기본 음료 보충, 숙소용 구매",프리미엄 와인·기념품 쇼핑이 목적일 때,생수/음료를 늦은 시간에도 빠르게 보충하기 좋은 실용형 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,와인,2,4,3,3,3,보통,항상 있음,2,4,2,5,1,2,1,4,5,4,3,4,"기념품, 저녁 식사, 선물용",대량 가성비 주류 쇼핑이 목적일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 와인을 고를 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,일식 재료,3,4,3,4,3,보통,보통,0,5,2,5,1,2,4,4,4,5,2,5,"일식 재료 탐색, 색다른 식재료 경험",현지 전통 식재료 체험이 우선일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 일식 재료를 찾을 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,아시아 식재료,3,4,2,4,3,보통,보통,0,5,2,5,1,2,4,4,4,5,2,5,"아시아 요리, 유학생, 대체 식재료 탐색",전문 아시아 마켓 수준을 기대할 때,늦은 시간 보충 구매에 강한 실용형 마트에서 아시아 식재료를 찾을 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,PB상품,5,5,2,3,3,저렴한 편,항상 있음,0,5,1,5,1,2,1,5,4,5,2,5,"유학생, 반복 구매, 생활비 절약",고급 선물용 쇼핑이 목적일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 PB상품 위주로 장볼 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,우유/요거트,4,5,2,3,3,저렴한 편,항상 있음,0,5,3,5,1,2,2,5,4,5,2,5,"아침 식사, 생활형 장보기",프리미엄 치즈·델리 경험이 목적일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 우유나 요거트를 보충할 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,달걀,4,5,2,3,3,저렴한 편,항상 있음,0,5,3,5,1,2,4,5,4,5,2,5,"집밥, 요리용 기본 재료",관광용 기념품 쇼핑이 목적일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 달걀 같은 기본 식재료를 살 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,파스타/면,4,5,2,3,3,저렴한 편,항상 있음,0,5,3,5,1,2,4,5,4,5,2,5,"생활형 요리, 장기 체류자",시장형 신선식품 체험이 목적일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 파스타나 면류를 장볼 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,빵/베이커리,3,4,3,3,3,보통,항상 있음,0,5,4,5,1,2,2,5,4,5,2,5,"아침 식사, 간단한 간식, 관광객",대형 선물용 식품 쇼핑이 목적일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 빵이나 베이커리를 고를 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,샐러드/간편채소,4,5,2,3,3,보통,보통,0,5,5,5,1,2,2,5,4,5,2,5,"건강식, 빠른 식사, 혼밥",시장형 제철 채소 탐색이 목적일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 샐러드나 간편채소를 살 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
Carrefour Express,맥주,4,4,2,3,3,저렴한 편,항상 있음,0,5,3,5,1,2,2,5,4,5,2,5,"숙소용 음료, 저녁 장보기, 친구 모임",와인·프리미엄 주류 탐색이 목적일 때,늦은 시간 맥주나 음료를 빠르게 사기 좋은 동네형 마트,"오후 11시까지 열어 저녁 이후 가볍게 들르기 좋고, 숙소용 음료 보충에 잘 맞는다."
Carrefour Express,기념품용 간식,2,4,3,3,3,보통,보통,3,4,3,5,1,2,1,4,5,4,3,4,"관광객, 선물용, 회사·지인용 간단 선물",생활비 절약형 대량 장보기가 목적일 때,늦은 시간 보충 구매에 강한 실용형 마트에서 가볍게 선물할 간식을 찾을 때 무난하게 연결되는 선택지,"선택 매장은 오후 11시까지 열어 시간 여유가 가장 컸고, 냉동식품·즉석식품·생활용품 쪽의 실용성이 강하게 느껴졌다. 기념품형 장보기보다 빠른 보충 구매에 맞는다."
